ano,mes,product_category_name,total_vendas
2017,2,industria_comercio_e_negocios,1
2017,2,informatica_acessorios,106
2017,2,instrumentos_musicais,9
2017,2,livros_importados,1
2017,2,livros_interesse_geral,8
2017,2,livros_tecnicos,1
2017,2,malas_acessorios,21
2017,2,market_place,22
2017,2,moveis_cozinha_area_de_servico_jantar_e_jardim,2
2017,2,moveis_decoracao,266
2017,2,moveis_escritorio,63
2017,2,moveis_quarto,1
2017,2,moveis_sala,24
2017,2,papelaria,19
2017,2,pcs,1
2017,2,perfumaria,51
2017,2,pet_shop,40
2017,2,relogios_presentes,37
2017,2,tablets_impressao_imagem,8
2017,2,telefonia,111
2017,2,telefonia_fixa,22
2017,2,utilidades_domesticas,81
2017,3,agro_industria_e_comercio,2
2017,3,alimentos,24
2017,3,alimentos_bebidas,5
2017,3,artes,5
2017,3,audio,14
2017,3,automotivo,87
2017,3,bebes,44
2017,3,bebidas,5
2017,3,beleza_saude,211
2017,3,brinquedos,103
2017,3,cama_mesa_banho,289
2017,3,casa_conforto,13
2017,3,casa_conforto_2,3
2017,3,casa_construcao,10
2017,3,climatizacao,17
2017,3,consoles_games,50
2017,3,construcao_ferramentas_construcao,4
2017,3,construcao_ferramentas_seguranca,2
2017,3,cool_stuff,123
2017,3,dvds_blu_ray,5
2017,3,eletrodomesticos,10
2017,3,eletrodomesticos_2,2
2017,3,eletronicos,37
2017,3,eletroportateis,31
2017,3,esporte_lazer,199
2017,3,fashion_bolsas_e_acessorios,68
2017,3,fashion_calcados,14
2017,3,fashion_esporte,1
2017,3,fashion_roupa_feminina,1
2017,3,fashion_roupa_masculina,9
2017,3,fashion_underwear_e_moda_praia,6
2017,3,ferramentas_jardim,150
2017,3,industria_comercio_e_negocios,2
2017,3,informatica_acessorios,174
2017,3,instrumentos_musicais,10
2017,3,livros_interesse_geral,25
2017,3,livros_tecnicos,2
2017,3,malas_acessorios,38
2017,3,market_place,17
2017,3,moveis_cozinha_area_de_servico_jantar_e_jardim,3
2017,3,moveis_decoracao,328
2017,3,moveis_escritorio,78
2017,3,moveis_sala,24
2017,3,musica,1
2017,3,papelaria,56
2017,3,perfumaria,106
2017,3,pet_shop,45
2017,3,relogios_presentes,81
2017,3,sinalizacao_e_seguranca,1
2017,3,tablets_impressao_imagem,5
2017,3,telefonia,172
2017,3,telefonia_fixa,21
2017,3,utilidades_domesticas,204
2017,4,alimentos,8
2017,4,alimentos_bebidas,3
2017,4,artes,1
2017,4,artigos_de_natal,1
2017,4,audio,11
2017,4,automotivo,88
2017,4,bebes,51
2017,4,bebidas,7
2017,4,beleza_saude,189
2017,4,brinquedos,113
2017,4,cama_mesa_banho,274
2017,4,casa_conforto,17
2017,4,casa_conforto_2,1
2017,4,casa_construcao,5
2017,4,cine_foto,2
2017,4,climatizacao,16
2017,4,consoles_games,17
2017,4,construcao_ferramentas_ferramentas,1
2017,4,construcao_ferramentas_jardim,8
2017,4,cool_stuff,121
2017,4,dvds_blu_ray,2
2017,4,eletrodomesticos,10
2017,4,eletrodomesticos_2,2
2017,4,eletronicos,48
2017,4,eletroportateis,21
2017,4,esporte_lazer,218
2017,4,fashion_bolsas_e_acessorios,50
2017,4,fashion_calcados,23
2017,4,fashion_esporte,4
2017,4,fashion_roupa_feminina,1
2017,4,fashion_roupa_masculina,7
2017,4,fashion_underwear_e_moda_praia,4
2017,4,ferramentas_jardim,119
2017,4,informatica_acessorios,136
2017,4,instrumentos_musicais,16
2017,4,la_cuisine,1
2017,4,livros_importados,1
2017,4,livros_interesse_geral,12
2017,4,livros_tecnicos,1
2017,4,malas_acessorios,49
2017,4,market_place,20
2017,4,moveis_colchao_e_estofado,1
2017,4,moveis_cozinha_area_de_servico_jantar_e_jardim,9
2017,4,moveis_decoracao,203
2017,4,moveis_escritorio,58
2017,4,moveis_quarto,5
2017,4,moveis_sala,12
2017,4,musica,2
2017,4,papelaria,36
2017,4,pc_gamer,2
2017,4,perfumaria,105
2017,4,pet_shop,51
2017,4,relogios_presentes,97
2017,4,sinalizacao_e_seguranca,3
2017,4,tablets_impressao_imagem,11
2017,4,telefonia,145
2017,4,telefonia_fixa,11
2017,4,utilidades_domesticas,183
2017,5,agro_industria_e_comercio,4
2017,5,alimentos,3
2017,5,alimentos_bebidas,17
2017,5,artes,8
2017,5,artes_e_artesanato,1
2017,5,audio,17
2017,5,automotivo,125
2017,5,bebes,108
2017,5,bebidas,1
2017,5,beleza_saude,290
2017,5,brinquedos,200
2017,5,cama_mesa_banho,369
2017,5,casa_conforto,37
2017,5,casa_construcao,7
2017,5,cine_foto,1
2017,5,climatizacao,8
2017,5,consoles_games,29
2017,5,construcao_ferramentas_construcao,1
2017,5,construcao_ferramentas_ferramentas,2
2017,5,construcao_ferramentas_jardim,8
2017,5,cool_stuff,247
2017,5,dvds_blu_ray,4
2017,5,eletrodomesticos,28
2017,5,eletrodomesticos_2,9
2017,5,eletronicos,68
2017,5,eletroportateis,18
2017,5,esporte_lazer,316
2017,5,fashion_bolsas_e_acessorios,110
2017,5,fashion_calcados,22
2017,5,fashion_esporte,3
2017,5,fashion_roupa_feminina,5
2017,5,fashion_roupa_infanto_juvenil,1
2017,5,fashion_roupa_masculina,4
2017,5,fashion_underwear_e_moda_praia,7
2017,5,ferramentas_jardim,141
2017,5,industria_comercio_e_negocios,2
2017,5,informatica_acessorios,320
2017,5,instrumentos_musicais,21
2017,5,la_cuisine,1
2017,5,livros_interesse_geral,20
2017,5,livros_tecnicos,3
2017,5,malas_acessorios,70
2017,5,market_place,22
2017,5,moveis_colchao_e_estofado,3
2017,5,moveis_cozinha_area_de_servico_jantar_e_jardim,9
2017,5,moveis_decoracao,279
2017,5,moveis_escritorio,56
2017,5,moveis_quarto,9
2017,5,moveis_sala,34
2017,5,papelaria,66
2017,5,pc_gamer,1
2017,5,perfumaria,145
2017,5,pet_shop,73
2017,5,relogios_presentes,135
2017,5,sinalizacao_e_seguranca,4
2017,5,tablets_impressao_imagem,7
2017,5,telefonia,224
2017,5,telefonia_fixa,10
2017,5,utilidades_domesticas,307
2017,6,agro_industria_e_comercio,1
2017,6,alimentos,1
2017,6,alimentos_bebidas,2
2017,6,artes,10
2017,6,artigos_de_natal,3
2017,6,audio,11
2017,6,automotivo,112
2017,6,bebes,78
2017,6,bebidas,1
2017,6,beleza_saude,260
2017,6,brinquedos,158
2017,6,cama_mesa_banho,382
2017,6,casa_conforto,18
2017,6,casa_conforto_2,1
2017,6,casa_construcao,8
2017,6,cine_foto,1
2017,6,climatizacao,11
2017,6,consoles_games,30
2017,6,construcao_ferramentas_construcao,8
2017,6,construcao_ferramentas_jardim,4
2017,6,cool_stuff,201
2017,6,dvds_blu_ray,4
2017,6,eletrodomesticos,43
2017,6,eletrodomesticos_2,6
2017,6,eletronicos,42
2017,6,eletroportateis,23
2017,6,esporte_lazer,277
2017,6,fashion_bolsas_e_acessorios,83
2017,6,fashion_calcados,20
2017,6,fashion_esporte,6
2017,6,fashion_roupa_feminina,3
2017,6,fashion_roupa_infanto_juvenil,1
2017,6,fashion_roupa_masculina,10
2017,6,fashion_underwear_e_moda_praia,1
2017,6,ferramentas_jardim,114
2017,6,industria_comercio_e_negocios,2
2017,6,informatica_acessorios,261
2017,6,instrumentos_musicais,20
2017,6,livros_importados,2
2017,6,livros_interesse_geral,21
2017,6,livros_tecnicos,2
2017,6,malas_acessorios,61
2017,6,market_place,16
2017,6,moveis_cozinha_area_de_servico_jantar_e_jardim,4
2017,6,moveis_decoracao,233
2017,6,moveis_escritorio,50
2017,6,moveis_quarto,2
2017,6,moveis_sala,15
2017,6,musica,4
2017,6,papelaria,38
2017,6,pc_gamer,1
2017,6,perfumaria,154
2017,6,pet_shop,64
2017,6,portateis_casa_forno_e_cafe,1
2017,6,relogios_presentes,124
2017,6,sinalizacao_e_seguranca,2
2017,6,tablets_impressao_imagem,6
2017,6,telefonia,160
2017,6,telefonia_fixa,12
2017,6,utilidades_domesticas,331
2017,7,agro_industria_e_comercio,1
2017,7,alimentos,7
2017,7,alimentos_bebidas,8
2017,7,artes,3
2017,7,artes_e_artesanato,1
2017,7,artigos_de_festas,1
2017,7,artigos_de_natal,2
2017,7,audio,7
2017,7,automotivo,117
2017,7,bebes,129
2017,7,bebidas,3
2017,7,beleza_saude,316
2017,7,brinquedos,207
2017,7,cama_mesa_banho,579
2017,7,casa_conforto,43
2017,7,casa_conforto_2,1
2017,7,casa_construcao,2
2017,7,cds_dvds_musicais,5
2017,7,climatizacao,5
2017,7,consoles_games,48
2017,7,construcao_ferramentas_construcao,6
2017,7,construcao_ferramentas_iluminacao,1
2017,7,construcao_ferramentas_jardim,8
2017,7,cool_stuff,230
2017,7,dvds_blu_ray,4
2017,7,eletrodomesticos,37
2017,7,eletrodomesticos_2,7
2017,7,eletronicos,97
2017,7,eletroportateis,34
2017,7,esporte_lazer,387
2017,7,fashion_bolsas_e_acessorios,88
2017,7,fashion_calcados,20
2017,7,fashion_esporte,1
2017,7,fashion_roupa_feminina,4
2017,7,fashion_roupa_masculina,9
2017,7,fashion_underwear_e_moda_praia,3
2017,7,ferramentas_jardim,190
2017,7,industria_comercio_e_negocios,2
2017,7,informatica_acessorios,326
2017,7,instrumentos_musicais,32
2017,7,la_cuisine,4
2017,7,livros_interesse_geral,13
2017,7,livros_tecnicos,2
2017,7,malas_acessorios,74
2017,7,market_place,13
2017,7,moveis_colchao_e_estofado,1
2017,7,moveis_cozinha_area_de_servico_jantar_e_jardim,11
2017,7,moveis_decoracao,320
2017,7,moveis_escritorio,115
2017,7,moveis_quarto,5
2017,7,moveis_sala,31
2017,7,musica,1
2017,7,papelaria,80
2017,7,perfumaria,126
2017,7,pet_shop,86
2017,7,relogios_presentes,168
2017,7,sinalizacao_e_seguranca,6
2017,7,tablets_impressao_imagem,2
2017,7,telefonia,144
2017,7,telefonia_fixa,9
2017,7,utilidades_domesticas,276
2017,8,agro_industria_e_comercio,4
2017,8,alimentos,8
2017,8,alimentos_bebidas,15
2017,8,artes,4
2017,8,artigos_de_natal,1
2017,8,audio,7
2017,8,automotivo,166
2017,8,bebes,132
2017,8,bebidas,2
2017,8,beleza_saude,360
2017,8,brinquedos,184
2017,8,cama_mesa_banho,512
2017,8,casa_conforto,28
2017,8,casa_conforto_2,3
2017,8,casa_construcao,1
2017,8,cds_dvds_musicais,3
2017,8,climatizacao,15
2017,8,consoles_games,90
2017,8,construcao_ferramentas_construcao,7
2017,8,construcao_ferramentas_iluminacao,2
2017,8,construcao_ferramentas_jardim,10
2017,8,construcao_ferramentas_seguranca,1
2017,8,cool_stuff,264
2017,8,dvds_blu_ray,6
2017,8,eletrodomesticos,49
2017,8,eletrodomesticos_2,17
2017,8,eletronicos,56
2017,8,eletroportateis,36
2017,8,esporte_lazer,425
2017,8,fashion_bolsas_e_acessorios,99
2017,8,fashion_calcados,22
2017,8,fashion_esporte,2
2017,8,fashion_roupa_feminina,4
2017,8,fashion_roupa_infanto_juvenil,1
2017,8,fashion_roupa_masculina,15
2017,8,fashion_underwear_e_moda_praia,13
2017,8,ferramentas_jardim,238
2017,8,industria_comercio_e_negocios,3
2017,8,informatica_acessorios,350
2017,8,instrumentos_musicais,27
2017,8,la_cuisine,2
2017,8,livros_importados,1
2017,8,livros_interesse_geral,29
2017,8,livros_tecnicos,9
2017,8,malas_acessorios,63
2017,8,market_place,23
2017,8,moveis_colchao_e_estofado,2
2017,8,moveis_cozinha_area_de_servico_jantar_e_jardim,7
2017,8,moveis_decoracao,436
2017,8,moveis_escritorio,58
2017,8,moveis_quarto,3
2017,8,moveis_sala,23
2017,8,papelaria,80
2017,8,pcs,29
2017,8,perfumaria,128
2017,8,pet_shop,90
2017,8,portateis_casa_forno_e_cafe,2
2017,8,relogios_presentes,212
2017,8,sinalizacao_e_seguranca,4
2017,8,tablets_impressao_imagem,6
2017,8,telefonia,136
2017,8,telefonia_fixa,20
2017,8,utilidades_domesticas,288
2017,9,agro_industria_e_comercio,4
2017,9,alimentos,17
2017,9,alimentos_bebidas,9
2017,9,artes,3
2017,9,artigos_de_festas,2
2017,9,artigos_de_natal,4
2017,9,audio,10
2017,9,automotivo,108
2017,9,bebes,174
2017,9,bebidas,8
2017,9,beleza_saude,380
2017,9,brinquedos,297
2017,9,cama_mesa_banho,533
2017,9,casa_conforto,33
2017,9,casa_conforto_2,1
2017,9,casa_construcao,11
2017,9,cine_foto,1
2017,9,climatizacao,8
2017,9,consoles_games,66
2017,9,construcao_ferramentas_construcao,11
2017,9,construcao_ferramentas_ferramentas,3
2017,9,construcao_ferramentas_iluminacao,1
2017,9,construcao_ferramentas_jardim,6
2017,9,construcao_ferramentas_seguranca,5
2017,9,cool_stuff,207
2017,9,dvds_blu_ray,2
2017,9,eletrodomesticos,10
2017,9,eletrodomesticos_2,6
2017,9,eletronicos,67
2017,9,eletroportateis,33
2017,9,esporte_lazer,461
2017,9,fashion_bolsas_e_acessorios,124
2017,9,fashion_calcados,14
2017,9,fashion_esporte,5
2017,9,fashion_roupa_feminina,4
2017,9,fashion_roupa_infanto_juvenil,1
2017,9,fashion_roupa_masculina,16
2017,9,fashion_underwear_e_moda_praia,18
2017,9,ferramentas_jardim,225
2017,9,industria_comercio_e_negocios,2
2017,9,informatica_acessorios,253
2017,9,instrumentos_musicais,28
2017,9,livros_importados,4
2017,9,livros_interesse_geral,15
2017,9,livros_tecnicos,8
2017,9,malas_acessorios,42
2017,9,market_place,11
2017,9,moveis_colchao_e_estofado,1
2017,9,moveis_cozinha_area_de_servico_jantar_e_jardim,5
2017,9,moveis_decoracao,348
2017,9,moveis_escritorio,61
2017,9,moveis_quarto,4
2017,9,moveis_sala,11
2017,9,papelaria,77
2017,9,pcs,41
2017,9,perfumaria,160
2017,9,pet_shop,71
2017,9,portateis_casa_forno_e_cafe,1
2017,9,relogios_presentes,268
2017,9,seguros_e_servicos,1
2017,9,sinalizacao_e_seguranca,9
2017,9,tablets_impressao_imagem,3
2017,9,telefonia,177
2017,9,telefonia_fixa,13
2017,9,utilidades_domesticas,255
2017,10,agro_industria_e_comercio,5
2017,10,alimentos,17
2017,10,alimentos_bebidas,17
2017,10,artes,3
2017,10,artigos_de_festas,2
2017,10,artigos_de_natal,12
2017,10,audio,32
2017,10,automotivo,150
2017,10,bebes,138
2017,10,bebidas,12
2017,10,beleza_saude,361
2017,10,brinquedos,290
2017,10,cama_mesa_banho,545
2017,10,casa_conforto,27
2017,10,casa_conforto_2,5
2017,10,casa_construcao,18
2017,10,cds_dvds_musicais,1
2017,10,cine_foto,1
2017,10,climatizacao,12
2017,10,consoles_games,109
2017,10,construcao_ferramentas_construcao,19
2017,10,construcao_ferramentas_ferramentas,5
2017,10,construcao_ferramentas_iluminacao,2
2017,10,construcao_ferramentas_jardim,9
2017,10,construcao_ferramentas_seguranca,12
2017,10,cool_stuff,258
2017,10,dvds_blu_ray,5
2017,10,eletrodomesticos,8
2017,10,eletrodomesticos_2,10
2017,10,eletronicos,63
2017,10,eletroportateis,32
2017,10,esporte_lazer,471
2017,10,fashion_bolsas_e_acessorios,110
2017,10,fashion_calcados,18
2017,10,fashion_esporte,1
2017,10,fashion_roupa_infanto_juvenil,1
2017,10,fashion_roupa_masculina,11
2017,10,fashion_underwear_e_moda_praia,3
2017,10,ferramentas_jardim,281
2017,10,industria_comercio_e_negocios,5
2017,10,informatica_acessorios,322
2017,10,instrumentos_musicais,27
2017,10,la_cuisine,1
2017,10,livros_interesse_geral,11
2017,10,livros_tecnicos,6
2017,10,malas_acessorios,56
2017,10,market_place,11
2017,10,moveis_cozinha_area_de_servico_jantar_e_jardim,16
2017,10,moveis_decoracao,379
2017,10,moveis_escritorio,102
2017,10,moveis_quarto,4
2017,10,moveis_sala,19
2017,10,musica,1
2017,10,papelaria,101
2017,10,pcs,27
2017,10,perfumaria,189
2017,10,pet_shop,76
2017,10,relogios_presentes,314
2017,10,sinalizacao_e_seguranca,10
2017,10,tablets_impressao_imagem,1
2017,10,telefonia,253
2017,10,telefonia_fixa,7
2017,10,utilidades_domesticas,235
2017,11,agro_industria_e_comercio,19
2017,11,alimentos,17
2017,11,alimentos_bebidas,33
2017,11,artes,1
2017,11,artigos_de_festas,4
2017,11,artigos_de_natal,24
2017,11,audio,36
2017,11,automotivo,263
2017,11,bebes,203
2017,11,bebidas,19
2017,11,beleza_saude,584
2017,11,brinquedos,495
2017,11,cama_mesa_banho,975
2017,11,casa_conforto,45
2017,11,casa_conforto_2,3
2017,11,casa_construcao,38
2017,11,cds_dvds_musicais,3
2017,11,cine_foto,1
2017,11,climatizacao,19
2017,11,consoles_games,134
2017,11,construcao_ferramentas_construcao,47
2017,11,construcao_ferramentas_ferramentas,5
2017,11,construcao_ferramentas_iluminacao,10
2017,11,construcao_ferramentas_jardim,17
2017,11,construcao_ferramentas_seguranca,15
2017,11,cool_stuff,302
2017,11,dvds_blu_ray,3
2017,11,eletrodomesticos,25
2017,11,eletrodomesticos_2,13
2017,11,eletronicos,184
2017,11,eletroportateis,31
2017,11,esporte_lazer,612
2017,11,fashion_bolsas_e_acessorios,200
2017,11,fashion_calcados,20
2017,11,fashion_esporte,1
2017,11,fashion_roupa_feminina,3
2017,11,fashion_roupa_masculina,12
2017,11,fashion_underwear_e_moda_praia,10
2017,11,ferramentas_jardim,550
2017,11,flores,6
2017,11,industria_comercio_e_negocios,7
2017,11,informatica_acessorios,532
2017,11,instrumentos_musicais,49
2017,11,la_cuisine,1
2017,11,livros_importados,4
2017,11,livros_interesse_geral,38
2017,11,livros_tecnicos,6
2017,11,malas_acessorios,72
2017,11,market_place,16
2017,11,moveis_colchao_e_estofado,2
2017,11,moveis_cozinha_area_de_servico_jantar_e_jardim,33
2017,11,moveis_decoracao,783
2017,11,moveis_escritorio,102
2017,11,moveis_quarto,3
2017,11,moveis_sala,39
2017,11,papelaria,166
2017,11,pcs,7
2017,11,perfumaria,311
2017,11,pet_shop,99
2017,11,relogios_presentes,469
2017,11,sinalizacao_e_seguranca,5
2017,11,tablets_impressao_imagem,6
2017,11,telefonia,383
2017,11,telefonia_fixa,5
2017,11,utilidades_domesticas,423
2017,12,agro_industria_e_comercio,11
2017,12,alimentos,14
2017,12,alimentos_bebidas,22
2017,12,artes,3
2017,12,artigos_de_festas,2
2017,12,artigos_de_natal,16
2017,12,audio,17
2017,12,automotivo,268
2017,12,bebes,143
2017,12,bebidas,34
2017,12,beleza_saude,466
2017,12,brinquedos,445
2017,12,cama_mesa_banho,552
2017,12,casa_conforto,14
2017,12,casa_construcao,39
2017,12,cds_dvds_musicais,1
2017,12,climatizacao,3
2017,12,consoles_games,93
2017,12,construcao_ferramentas_construcao,27
2017,12,construcao_ferramentas_ferramentas,6
2017,12,construcao_ferramentas_iluminacao,2
2017,12,construcao_ferramentas_jardim,6
2017,12,construcao_ferramentas_seguranca,7
2017,12,cool_stuff,252
2017,12,dvds_blu_ray,1
2017,12,eletrodomesticos,16
2017,12,eletrodomesticos_2,8
2017,12,eletronicos,210
2017,12,eletroportateis,29
2017,12,esporte_lazer,493
2017,12,fashion_bolsas_e_acessorios,135
2017,12,fashion_calcados,13
2017,12,fashion_esporte,1
2017,12,fashion_roupa_masculina,4
2017,12,fashion_underwear_e_moda_praia,13
2017,12,ferramentas_jardim,325
2017,12,flores,2
2017,12,fraldas_higiene,2
2017,12,industria_comercio_e_negocios,9
2017,12,informatica_acessorios,287
2017,12,instrumentos_musicais,42
2017,12,livros_importados,3
2017,12,livros_interesse_geral,42
2017,12,livros_tecnicos,4
2017,12,malas_acessorios,47
2017,12,market_place,14
2017,12,moveis_colchao_e_estofado,8
2017,12,moveis_cozinha_area_de_servico_jantar_e_jardim,20
2017,12,moveis_decoracao,390
2017,12,moveis_escritorio,49
2017,12,moveis_quarto,1
2017,12,moveis_sala,20
2017,12,papelaria,251
2017,12,pcs,23
2017,12,perfumaria,241
2017,12,pet_shop,74
2017,12,relogios_presentes,367
2017,12,sinalizacao_e_seguranca,2
2017,12,tablets_impressao_imagem,6
2017,12,telefonia,267
2017,12,telefonia_fixa,5
2017,12,utilidades_domesticas,295
2018,1,agro_industria_e_comercio,18
2018,1,alimentos,20
2018,1,alimentos_bebidas,11
2018,1,artes,19
2018,1,artigos_de_festas,2
2018,1,artigos_de_natal,10
2018,1,audio,26
2018,1,automotivo,268
2018,1,bebes,223
2018,1,bebidas,52
2018,1,beleza_saude,628
2018,1,brinquedos,165
2018,1,cama_mesa_banho,848
2018,1,casa_conforto,18
2018,1,casa_construcao,42
2018,1,cine_foto,2
2018,1,climatizacao,29
2018,1,consoles_games,54
2018,1,construcao_ferramentas_construcao,48
2018,1,construcao_ferramentas_ferramentas,8
2018,1,construcao_ferramentas_iluminacao,7
2018,1,construcao_ferramentas_jardim,24
2018,1,construcao_ferramentas_seguranca,11
2018,1,cool_stuff,300
2018,1,dvds_blu_ray,2
2018,1,eletrodomesticos,28
2018,1,eletrodomesticos_2,13
2018,1,eletronicos,351
2018,1,eletroportateis,55
2018,1,esporte_lazer,654
2018,1,fashion_bolsas_e_acessorios,125
2018,1,fashion_calcados,9
2018,1,fashion_esporte,2
2018,1,fashion_roupa_feminina,3
2018,1,fashion_roupa_masculina,6
2018,1,fashion_underwear_e_moda_praia,8
2018,1,ferramentas_jardim,240
2018,1,flores,10
2018,1,fraldas_higiene,5
2018,1,industria_comercio_e_negocios,19
2018,1,informatica_acessorios,707
2018,1,instrumentos_musicais,53
2018,1,la_cuisine,1
2018,1,livros_importados,6
2018,1,livros_interesse_geral,45
2018,1,livros_tecnicos,17
2018,1,malas_acessorios,128
2018,1,market_place,14
2018,1,moveis_colchao_e_estofado,9
2018,1,moveis_cozinha_area_de_servico_jantar_e_jardim,21
2018,1,moveis_decoracao,612
2018,1,moveis_escritorio,145
2018,1,moveis_quarto,5
2018,1,moveis_sala,22
2018,1,musica,1
2018,1,papelaria,397
2018,1,pcs,12
2018,1,perfumaria,229
2018,1,pet_shop,90
2018,1,portateis_casa_forno_e_cafe,1
2018,1,relogios_presentes,370
2018,1,sinalizacao_e_seguranca,8
2018,1,tablets_impressao_imagem,3
2018,1,telefonia,372
2018,1,telefonia_fixa,10
2018,1,utilidades_domesticas,359
2018,2,agro_industria_e_comercio,27
2018,2,alimentos,39
2018,2,alimentos_bebidas,24
2018,2,artes,13
2018,2,artigos_de_natal,24
2018,2,audio,15
2018,2,automotivo,319
2018,2,bebes,176
2018,2,bebidas,32
2018,2,beleza_saude,668
2018,2,brinquedos,146
2018,2,cama_mesa_banho,690
2018,2,casa_conforto,21
2018,2,casa_conforto_2,3
2018,2,casa_construcao,39
2018,2,cine_foto,2
2018,2,climatizacao,12
2018,2,consoles_games,52
2018,2,construcao_ferramentas_construcao,69
2018,2,construcao_ferramentas_ferramentas,12
2018,2,construcao_ferramentas_iluminacao,17
2018,2,construcao_ferramentas_jardim,20
2018,2,construcao_ferramentas_seguranca,8
2018,2,cool_stuff,187
2018,2,dvds_blu_ray,1
2018,2,eletrodomesticos,49
2018,2,eletrodomesticos_2,21
2018,2,eletronicos,332
2018,2,eletroportateis,32
2018,2,esporte_lazer,651
2018,2,fashion_bolsas_e_acessorios,107
2018,2,fashion_calcados,11
2018,2,fashion_roupa_feminina,1
2018,2,fashion_roupa_masculina,3
2018,2,fashion_underwear_e_moda_praia,7
2018,2,ferramentas_jardim,296
2018,2,flores,4
2018,2,fraldas_higiene,4
2018,2,industria_comercio_e_negocios,37
2018,2,informatica_acessorios,981
2018,2,instrumentos_musicais,44
2018,2,livros_importados,3
2018,2,livros_interesse_geral,29
2018,2,livros_tecnicos,26
2018,2,malas_acessorios,47
2018,2,market_place,28
2018,2,moveis_colchao_e_estofado,6
2018,2,moveis_cozinha_area_de_servico_jantar_e_jardim,20
2018,2,moveis_decoracao,434
2018,2,moveis_escritorio,109
2018,2,moveis_quarto,8
2018,2,moveis_sala,26
2018,2,musica,2
2018,2,papelaria,159
2018,2,pc_gamer,1
2018,2,perfumaria,215
2018,2,pet_shop,102
2018,2,portateis_casa_forno_e_cafe,5
2018,2,relogios_presentes,337
2018,2,sinalizacao_e_seguranca,15
2018,2,tablets_impressao_imagem,13
2018,2,telefonia,359
2018,2,telefonia_fixa,12
2018,2,utilidades_domesticas,400
2018,3,agro_industria_e_comercio,28
2018,3,alimentos,35
2018,3,alimentos_bebidas,19
2018,3,artes,7
2018,3,artigos_de_festas,6
2018,3,artigos_de_natal,12
2018,3,audio,34
